0,001144
0,000994
0,000603
0,000931
0,000630
0,000693
0,000118
0,000118
0,000118
0,000119
0,000121
0,000120
0,000118
0,000118
0,000119
0,000120
0,000118
0,000131
0,000122
0,000124
0,000127
0,000118
0,000118
0,000121
0,000119
0,000120
0,000115
0,000116
0,000117
0,000129
0,000133
0,000106
0,000103
0,000116
0,000104
0,000104
0,000104
0,000104
0,000170
0,000125
0,000114
0,000107
0,000114
0,000112
0,000103
0,000105
0,000104
0,000103
0,000103
0,000121
0,000112
0,000104
0,000104
0,000105
0,000104
0,000124
0,000126
0,000166
0,000104
0,000104
0,000103
0,000135
0,000286
0,000103
0,000103
0,000149
0,000130
0,000165
0,000142
0,000130
0,000129
0,000130
0,000129
0,000129
0,000129
0,000131
0,000134
0,000130
0,000129
0,000133
0,000130
0,000130
0,000132
0,000133
0,000135
0,000130
0,000130
0,000135
0,000133
0,000130
0,000136
0,000133
0,000138
0,000142
0,000130
0,000129
0,000130
0,000136
0,000132
0,000130
0,000136
0,000130
0,000130
0,000131
0,000129
0,000132
0,000131
0,000130
0,000148
0,000129
0,000129
0,000129
0,000151
0,000192
0,000130
0,000132
0,000135
0,000129
0,000130
0,000130
0,000131
0,000129
0,000130
0,000130
0,000131
0,000131
0,000157
0,000130
0,000130
0,000130
0,000132
0,000133
0,000129
0,000135
0,000130
0,000129
0,000130
0,000130
0,000132
0,000167
0,000130
0,000132
0,000130
0,000136
0,000130
0,000129
0,000129
0,000130
0,000133
0,000143
0,000130
0,000129
0,000129
0,000131
0,000217
0,000144
0,000138
0,000130
0,000130
0,000130
0,000130
0,000129
0,000130
0,000130
0,000133
0,000186
0,000133
0,000130
0,000130
0,000130
0,000130
0,000129
0,000130
0,000129
0,000136
0,000130
0,000130
0,000130
0,000129
0,000130
0,000129
0,000132
0,000130
0,000130
0,000130
0,000130
0,000130
0,000135
0,000130
0,000133
0,000130
0,000130
0,000132
0,000130
0,000130
0,000136
0,000130
0,000130
0,000129
0,000132
0,000129
0,000131
0,000129
0,000129
0,000161
0,000159
0,000133
0,000130
0,000129
0,000131
0,000130
0,000130
0,000129
0,000130
0,000131
0,000130
0,000130
0,000136
0,000130
0,000131
0,000130
0,000130
0,000129
0,000130
0,000135
0,000130
0,000129
0,000129
0,000129
0,000131
0,000143
0,000132
0,000132
0,000130
0,000131
0,000130
0,000129
0,000130
0,000130
0,000133
0,000131
0,000129
0,000130
0,000130
0,000143
0,000143
0,000143
0,000132
0,000131
0,000131
0,000132
0,000129
0,000129
0,000130
0,000133
0,000131
0,000129
0,000132
0,000131
0,000130
0,000130
0,000129
0,000133
0,000130
0,000130
0,000132
0,000134
0,000129
0,000130
0,000140
0,000131
0,000130
0,000145
0,000135
0,000129
0,000129
0,000133
0,000131
0,000130
0,000129
0,000132
0,000131
0,000185
0,000130
0,000135
0,000130
0,000129
0,000133
0,000130
0,000130
0,000130
0,000130
0,000130
0,000129
0,000130
0,000146
0,000129
0,000130
0,000129
0,000131
0,000129
0,000129
0,000132
0,000129
0,000129
0,000135
0,000194
0,000130
0,000143
0,000132
0,000131
0,000129
0,000130
0,000130
0,000142
0,000130
0,000130
0,000132
0,000130
0,000129
0,000143
0,000129
0,000133
0,000142
0,000151
0,000149
0,000156
0,000152
0,000130
0,000130
0,000129
0,000130
0,000129
0,000143
0,000148
0,000147
0,000146
0,000143
0,000191
0,000219
0,000200
0,000295
0,000151
0,000146
0,000164
0,000134
0,000132
0,000131
0,000131
0,000135
0,000132
0,000131
0,000187
0,000222
0,000142
0,000143
0,000143
0,000143
0,000147
0,000143
0,000150
0,000143
0,000142
0,000142
0,000147
0,000149
0,000146
0,000143
0,000146
0,000143
0,000143
0,000129
0,000130
0,000140
0,000140
0,000133
0,000130
0,000149
0,000143
0,000130
0,000143
0,000132
0,000140
0,000133
0,000143
0,000142
0,000144
0,000130
0,000149
0,000143
0,000197
0,000156
0,000132
0,000136
0,000130
0,000130
0,000129
0,000129
0,000136
0,000133
0,000130
0,000130
0,000143
0,000174
0,000142
0,000142
0,000140
0,000142
0,000130
0,000133
0,000131
0,000133
0,000135
0,000133
0,000129
0,000129
0,000144
0,000130
0,000145
0,000130
0,000136
0,000138
0,000130
0,000129
0,000136
0,000129
0,000130
0,000131
0,000132
0,000130
0,000160
0,000165
0,000130
0,000130
0,000130
0,000129
0,000131
0,000135
0,000132
0,000130
0,000130
0,000129
0,000130
0,000186
0,000143
0,000154
0,000142
0,000135
0,000130
0,000132
0,000159
0,000129
0,000133
0,000130
0,000130
0,000129
0,000156
0,000144
0,000142
0,000132
0,000130
0,000136
0,000129
0,000143
